OA LOC name,Gene name,Notes,,,,,
LOC101122488,RWDD1,,,,,,
LOC101122479,USP33,,,,,,
LOC101122475,TUBB2B,,,,,,
LOC101122457,ZFP14,,,,,,
LOC101122413,PALLD,,,,,,
LOC101122400,,probable 2-ketogluconate reductase (yvcT); non-human homolog,,,,,
LOC101122398,HIST2HB2BE,,,,,,
LOC101122372,TOR1AIP2,,,,,,
LOC101122347,WWP1,,,,,,
LOC101122341,FAM102A,,,,,,
LOC101122330,,DISCONTINUED,,,,,
LOC101122329,MAGED4,,,,,,
LOC101122319,CD200R1,,,,,,
LOC101122294,CD46,,,,,,
LOC101122286,PRELID1,pseudogene,,,,,
LOC101122274,PCDHA2,,,,,,
LOC101122263,EI24,,,,,,
LOC101122262,,prolyl-tRNA synthetase associated domain-containing protein 1,,,,,
LOC101122261,STAB1,,,,,,
LOC101122242,SETMAR,,,,,,
LOC101122211,TACO1,like gene,,,,,
LOC101122210,ZNF383,,,,,,
LOC101122201,SETSIP,,,,,,
LOC101122183,CRIM1,,,,,,
LOC101122158,PILRA,,,,,,
LOC101122148,H2AC18,,,,,,
LOC101122140,URGCP,,,,,,
LOC101122127,RPS27A,pseudogene,,,,,
LOC101122123,TOR1AIP2,,,,,,
LOC101122092,PTGES2,,,,,,
LOC101122087,GBP4,Like gene,,,,,
LOC101122062,,DISCONTINUED,,,,,
LOC101122056,TMED2,,,,,,
LOC101121964,TIGD1,like gene,,,,,
LOC101121958,RAB5IF,,,,,,
LOC101121949,MICOS13,like gene,,,,,
LOC101121910,,DISCONTINUED,,,,,
LOC101121879,RBBP8,like gene,,,,,
LOC101121820,CYP2J2,like gene,,,,,
LOC101121819,REXO5,,,,,,
LOC101121783,SEPHS2,like gene,,,,,
LOC101121769,ABCB4,,,,,,
LOC101121762,CLECL1,,,,,,
LOC101121756,RFNG,,,,,,
LOC101121750,TMSB15B,,,,,,
LOC101121718,RPS4X,,,,,,
LOC101121664,DNAJC25,,,,,,
LOC101121654,CIR1,,,,,,
LOC101121643,HIST2H2BE,like gene,,,,,
LOC101121639,CYBR5R,like gene,,,,,
LOC101121621,CYB5B,,,,,,
LOC101121607,COX16,,,,,,
LOC101121602,ANKHD1,,,,,,
LOC101121593,,DISCONTINUED,,,,,
LOC101121590,SCO2,,,,,,
LOC101121563,CYP2J2,like gene,,,,,
LOC101121539,,CYP2F3; no human analog,,,,,
LOC101121538,COX6B1,,,,,,
LOC101121514,,DISCONTINUED,,,,,
LOC101121452,FOLR2,,,,,,
LOC101121441,ZNF133,like gene,,,,,
LOC101121420,UQCRQ,,,,,,
LOC101121396,TUBA1C,like gene,,,,,
LOC101121387,H2AC18,,,,,,
LOC101121371,RPL37A,,,,,,
LOC101121369,ZFP2,,,,,,
LOC101121359,TMEM102,,,,,,
LOC101121352,,DISCONTINUED,,,,,
LOC101121333,NOTCH1,,,,,,
LOC101121314,TMEM81,,,,,,
LOC101121302,MARK2,,,,,,
LOC101121285,COX7A1,,,,,,
LOC101121262,,DISCONTINUED,,,,,
LOC101121259,,DISCONTINUED,,,,,
LOC101121256,MRP1,,,,,,
LOC101121244,SP140L,,,,,,
LOC101121216,SAA,like gene,,,,,
LOC101121199,FOLR1,,,,,,
LOC101121192,KATNB1,pseudogene,,,,,
LOC101121190,MRPL41,like gene,,,,,
LOC101121157,,DISCONTINUED,,,,,
LOC101121130,BCDIN3D,like gene,,,,,
LOC101121116,,SIGLEC13,,,,,
LOC101121082,NOTCH1,,,,,,
LOC101121080,SLC6A9,,,,,,
LOC101121036,COX6B2,,,,,,
LOC101120999,CLEC2B,,,,,,
LOC101120997,ANAPC15,pseudogene,,,,,
LOC101120993,SP100,,,,,,
LOC101120952,,DISCONTINUED,,,,,
LOC101120934,,DISCONTINUED,,,,,
LOC101120923,FKBP3,,,,,,
LOC101120889,NAT1,,,,,,
LOC101120875,GBP6,,,,,,
LOC101120850,MMD,,,,,,
LOC101120834,CYP2U1,,,,,,
LOC101120818,ANAPC2,,,,,,
LOC101120817,,DISCONTINUED,,,,,
LOC101120815,,DISCONTINUED,,,,,
LOC101120775,FOLR3,,,,,,
LOC101120732,ARMCX6,like gene,,,,,
LOC101120716,NPC1,,,,,,
LOC101120701,CYP39A1,,,,,,
LOC101120668,B2M,,,,,,
LOC101120607,HIRA,,,,,,
LOC101120606,MZT2B,,,,,,
LOC101120595,FER1L4,,,,,,
LOC101120590,ARF2,,,,,,
LOC101120560,ZNF74,,,,,,
LOC101120528,ZNF660,,,,,,
LOC101120505,RSKR,,,,,,
LOC101120496,SET,,,,,,
LOC101120489,RPL9,,,,,,
LOC101120476,ZNF623,,,,,,
LOC101120471,THAP12,like gene,,,,,
LOC101120470,TARDBP,like gene,,,,,
LOC101120469,CSGALNACT1,pseudogene,,,,,
LOC101120465,,lysophosphatidylcholine acyltransferase 2B-like,,,,,
LOC101120455,H2BC18,pseudogene,,,,,
LOC101120446,CYB561D2,,,,,,
LOC101120435,PNRC2,,,,,,
LOC101120408,TENM2,like gene,,,,,
LOC101120392,DQB,,,,,,
LOC101120283,PLAAT3,,,,,,
LOC101120270,,DISCONTINUED,,,,,
LOC101120236,EEF1A1,pseudogene,,,,,
LOC101120225,OR11H7,,,,,,
LOC101120180,LOC101120180,like gene,,,,,
LOC101120179,MYO15B,,,,,,
LOC101120178,RNF227,,,,,,
LOC101120174,LOC101120174,,,,,,
LOC101120093,CCL2,,,,,,
LOC101120064,DDX11,,,,,,
LOC101120060,GRK5,,,,,,
LOC101120052,ITPRID2,like gene,,,,,
LOC101120042,COX19,,,,,,
LOC101120029,HRASLS3,,,,,,
LOC101120022,ZNF35,,,,,,
LOC101120007,ZNF64,,,,,,
LOC101120001,,apolipoprotein R-like,,,,,
LOC101119987,ZNF77,like gene,,,,,
LOC101119975,TUBA1A,like gene,,,,,
LOC101119973,CLEC12A,,,,,,
LOC101119962,,DISCONTINUED,,,,,
LOC101119929,ZNF584,,,,,,
LOC101119878,RPL21,,,,,,
LOC101119869,RPL7L1,like gene,,,,,
LOC101119853,,"5-beta-cholestane-3-alpha,7-alpha-diol 12-alpha-hydroxylase",,,,,
LOC101119851,KLHL22,,,,,,
LOC101119835,HSPD1,,,,,,
LOC101119804,SH3BGRL3,,,,,,
LOC101119773,GBP4,,,,,,
LOC101119765,MRPL15,like gene,,,,,
LOC101119761,UBL7,,,,,,
LOC101119757,PPIA,,,,,,
LOC101119745,NCOA4,pseudogene,,,,,
LOC101119721,UQCR11,like gene,,,,,
LOC101119713,TUBA1C,,,,,,
LOC101119679,H2BC4,,,,,,
LOC101119659,,DISCONTINUED,,,,,
LOC101119655,PPIA,pseudogene,,,,,
LOC101119648,CYP7B1,,,,,,
LOC101119620,KIF12,,,,,,
LOC101119611,WASHC2C,,,,,,
LOC101119576,,DISCONTINUED,,,,,
LOC101119572,CCL8,,,,,,
LOC101119545,,"BOLA class I histocompatibility antigen, alpha chain BL3-7",,,,,
LOC101119517,GBP1,"BOLA class I histocompatibility antigen, alpha chain BL3-7-like",,,,,
LOC101119462,FZD3,like gene,,,,,
LOC101119459,COX14,pseudogene,,,,,
LOC101119456,SET,,,,,,
LOC101119417,OR52W1,,,,,,
LOC101119415,ZNF8,,,,,,
LOC101119387,GEMIN6,,,,,,
LOC101119385,WASHC1,,,,,,
LOC101119335,SLC7A4,,,,,,
LOC101119317,ZMYM5,,,,,,
LOC101119303,ZNF555,,,,,,
LOC101119296,,DISCONTINUED,,,,,
LOC101119287,BCAS2,,,,,,
LOC101119269,SELENOT,like gene,,,,,
LOC101119236,SLC6A9,,,,,,
LOC101119195,RCN3,,,,,,
LOC101119159,TRIM34,,,,,,
LOC101119153,VSTM1,like gene,,,,,
LOC101119130,TRIOBP,,,,,,
LOC101119111,NSA2,,,,,,
LOC101119090,RPS27L,,,,,,
LOC101119050,DHRS4,,,,,,
LOC101119043,ZNF554,,,,,,
LOC101119038,SEM1,,,,,,
LOC101119029,STK11IP,,,,,,
LOC101119027,SPTAN1,,,,,,
LOC101118999,H2BC15,,,,,,
LOC101118990,,GSTT3; mouse analog,,,,,
LOC101118976,,DISCONTINUED,,,,,
LOC101118972,TAF9,,,,,,
LOC101118971,EIF4A3,like gene,,,,,
LOC101118963,ZNF134,pseudogene,,,,,
LOC101118931,PWWP3B,pseudogene,,,,,
LOC101118928,SET,,,,,,
LOC101118878,GNL3L,like gene,,,,,
LOC101118856,CYP27C1,pseudogene,,,,,
LOC101118851,KLHL23,,,,,,
LOC101118849,TIMM23,,,,,,
LOC101118825,RPL17,,,,,,
LOC101118765,,DISCONTINUED,,,,,
LOC101118761,SET,,,,,,
LOC101118752,SRRM2,like gene,,,,,
LOC101118736,HIGD1A,,,,,,
LOC101118735,MYL9,,,,,,
LOC101118727,RPL10,pseudogene,,,,,
LOC101118712,,like gene,,,,,
LOC101118703,HNRPDL,,,,,,
LOC101118649,,DISCONTINUED,,,,,
LOC101118647,UQCC2,pseudogene,,,,,
LOC101118645,LOC101118645,,,,,,
LOC101118635,ZNF211,,,,,,
LOC101118627,,DISCONTINUED,,,,,
LOC101118607,RPS3A,,,,,,
LOC101118606,COA1,pseudogene,,,,,
LOC101118597,WDR5,,,,,,
LOC101118573,AMY2B,,,,,,
LOC101118537,ANXA5,,,,,,
LOC101118515,LAIR1,pseudogene,,,,,
LOC101118514,DQB,,,,,,
LOC101118510,CLU,like gene,,,,,
LOC101118481,RPL5,like gene,,,,,
LOC101118470,ZNF546,,,,,,
LOC101118455,COX11,,,,,,
LOC101118433,TPM3,,,,,,
LOC101118429,THAP11,,,,,,
LOC101118373,ANKRD26,,,,,,
LOC101118372,,quinone oxidoreductase-like protein 2,,,,,
LOC101118256,,DISCONTINUED,,,,,
LOC101118252,,DISCONTINUED,,,,,
LOC101118248,HCCS,,,,,,
LOC101118216,ART5,,,,,,
LOC101118202,LGALS9,,,,,,
LOC101118184,CYP4F3,Like gene,,,,,
LOC101118175,TSPAN11,,,,,,
LOC101118133,TUBA1A,,,,,,
LOC101118130,,DISCONTINUED,,,,,
LOC101118128,ZNF850,,,,,,
LOC101118100,H2AFV,,,,,,
LOC101118091,CYP1A2,,,,,,
LOC101118057,,DISCONTINUED,,,,,
LOC101118051,GTF2H2,,,,,,
LOC101118024,PLAC8,,,,,,
LOC101118019,PWWP3A,like gene,,,,,
LOC101117971,CCR1,,,,,,
LOC101117965,COX6A1,,,,,,
LOC101117960,ART5,,,,,,
LOC101117955,MT2A,,,,,,
LOC101117953,PPP1CC,pseudogene,,,,,
LOC101117946,KRT19,,,,,,
LOC101117894,,DISCONTINUED,,,,,
LOC101117868,SLC7A3,,,,,,
LOC101117851,CYB5R4,,,,,,
LOC101117799,COX5A,,,,,,
LOC101117789,SERF1A,,,,,,
LOC101117786,CYP2R1,,,,,,
LOC101117785,APOA1,,,,,,
LOC101117767,TEP1,,,,,,
LOC101117755,RAB3D,,,,,,
LOC101117749,TPCN1,Like gene,,,,,
LOC101117721,TAOK2,,,,,,
LOC101117706,CCR2,,,,,,
LOC101117691,,MT1C; no human analog; like gene,,,,,
LOC101117673,FTH1,pseudogene,,,,,
LOC101117657,METTL7A,,,,,,
LOC101117638,EEF1A1,pseudogene,,,,,
LOC101117617,H3-3A,like gene,,,,,
LOC101117613,ZNF256,like gene,,,,,
LOC101117600,CLEC10A,,,,,,
LOC101117591,LRRC9,,,,,,
LOC101117587,MAN2B2,like gene,,,,,
LOC101117564,SPEG,,,,,,
LOC101117528,GPATCH1,,,,,,
LOC101117527,CYCS,,,,,,
LOC101117505,PDE4A,,,,,,
LOC101117443,CTRB1,,,,,,
LOC101117414,RPL14,pseudogene,,,,,
LOC101117395,RPL21,,,,,,
LOC101117389,XRCC6,pseudogene,,,,,
LOC101117358,ZNF501,like gene,,,,,
LOC101117310,EEF1A1,,,,,,
LOC101117299,RASA4,,,,,,
LOC101117289,CHMP1B,like gene,,,,,
LOC101117287,SELENOF,,,,,,
LOC101117272,,CASP13; bovine analog,,,,,
LOC101117269,,CFDP2; bovine analog,,,,,
LOC101117232,,DISCONTINUED,,,,,
LOC101117231,,DISCONTINUED,,,,,
LOC101117215,ATMIN,pseudogene,,,,,
LOC101117184,MT1A,,,,,,
LOC101117181,COX17,,,,,,
LOC101117178,RASSF5,,,,,,
LOC101117163,,UGT2B18; no human analog; like gene,,,,,
LOC101117153,GSR,pseudogene,,,,,
LOC101117149,MTLN,,,,,,
LOC101117129,,inhibitor of carbonic anhydrase-like,,,,,
LOC101117125,R3HCC1L,,,,,,
LOC101117120,RPS15A,,,,,,
LOC101117112,IFI27L1,,,,,,
LOC101117099,ZNF347,like gene,,,,,
LOC101117093,SGO1,pseudogene,,,,,
LOC101117063,RPL36A,like gene,,,,,
LOC101117060,,DISCONTINUED,,,,,
LOC101117055,ZNF160,like gene,,,,,
LOC101117035,ZNF148,,,,,,
LOC101117028,ECHDC2,,,,,,
LOC101117015,FTL,,,,,,
LOC101117013,CASP1,like gene,,,,,
LOC101117010,,CFDP2; bovine analog,,,,,
LOC101117007,,DISCONTINUED,,,,,
LOC101117005,COX20,,,,,,
LOC101116991,RNASE6,,,,,,
LOC101116975,SLC11A2,like gene,,,,,
LOC101116968,TM9SF2,like gene,,,,,
LOC101116964,FBXO3,like gene,,,,,
LOC101116937,FBRSL1,,,,,,
LOC101116902,CPA5,,,,,,
LOC101116896,KLRK1,,,,,,
LOC101116886,COX7B,,,,,,
LOC101116885,RPS26,like gene,,,,,
LOC101116871,CHCHD6,,,,,,
LOC101116843,ACP,,,,,,
LOC101116812,PPP2R3B,,,,,,
LOC101116800,MAGED2,,,,,,
LOC101116777,ATP6V1D,,,,,,
LOC101116756,CES1,like gene,,,,,
LOC101116750,ATP2B4,,,,,,
LOC101116715,PDLIM2,,,,,,
LOC101116687,LOC101116687,,,,,,
LOC101116631,EIF4A2,pseudogene,,,,,
LOC101116622,LOC101116622,,,,,,
LOC101116603,FKBP3,pseudogene,,,,,
LOC101116597,ZNF211,like gene,,,,,
LOC101116593,GNG8,,,,,,
LOC101116587,ALOX15,,,,,,
LOC101116579,TCTP,pseudogene,,,,,
LOC101116576,SENP8,like gene,,,,,
LOC101116567,SMIM8,like gene,,,,,
LOC101116551,GIMAP1,like gene,,,,,
LOC101116548,SERPINB6,,,,,,
LOC101116529,,OACYL; mouse analog; like gene,,,,,
LOC101116495,BNIP3L,pseudogene,,,,,
LOC101116481,SFRS6,pseudogene,,,,,
LOC101116449,BAP1,like gene,,,,,
LOC101116441,TRAT1,,,,,,
LOC101116422,LRFN1,,,,,,
LOC101116391,SLC11A2,like gene,,,,,
LOC101116390,,DISCONTINUED,,,,,
LOC101116389,BIK,,,,,,
LOC101116336,CES1,like gene,,,,,
LOC101116326,C1QTNF9,,,,,,
LOC101116315,LOC101116315,,,,,,
LOC101116302,RPS15A,,,,,,
LOC101116298,SULT1C4,like gene,,,,,
LOC101116286,,TUBA1D; bovine analog,,,,,
LOC101116273,GSTO1,like gene,,,,,
LOC101116252,RPS3A,pseudogene,,,,,
LOC101116246,ATP2B4,,,,,,
LOC101116228,PPAN,,,,,,
LOC101116226,TCAF1,,,,,,
LOC101116223,MAPK11,,,,,,
LOC101116217,COPB2,,,,,,
LOC101116196,ECHDC2,like gene,,,,,
LOC101116157,ASGR1,,,,,,
LOC101116132,,DISCONTINUED,,,,,
LOC101116121,CYP4V2,,,,,,
LOC101116099,HLA-DMA,,,,,,
LOC101116085,,interferon-induced very large GTPase 1-like,,,,,
LOC101116084,MSANTD4,,,,,,
LOC101116076,UQCC1,,,,,,
LOC101116036,SULT1C2,,,,,,
LOC101116026,CUTA,,,,,,
LOC101116024,ARSD,,,,,,
LOC101116011,,DISCONTINUED,,,,,
LOC101116001,COA7,,,,,,
LOC101115988,GLB1L3,,,,,,
LOC101115969,,protein CASC4,,,,,
LOC101115959,TCAF2,,,,,,
LOC101115948,ANKRD26,like gene,,,,,
LOC101115927,AADAC,like gene,,,,,
LOC101115926,RPL17,,,,,,
LOC101115905,RFLNA,,,,,,
LOC101115897,PDPR,,,,,,
LOC101115864,CLDN5,,,,,,
LOC101115838,GNG12,,,,,,
LOC101115808,ABCA9,,,,,,
LOC101115805,COL4A2,,,,,,
LOC101115773,NDUFAB1,,,,,,
LOC101115738,RPL23A,pseudogene,,,,,
LOC101115732,GLB1L2,,,,,,
LOC101115729,ZNF260,,,,,,
LOC101115694,COX7A2L,,,,,,
LOC101115685,HNRPA3,like gene,,,,,
LOC101115640,GNAS,,,,,,
LOC101115632,ATP8A2,,,,,,
LOC101115626,RAN,,,,,,
LOC101115614,SLC11A2,,,,,,
LOC101115593,RPL35A,pseudogene,,,,,
LOC101115576,,serpin A3-5; no human analog,,,,,
LOC101115527,MAL,,,,,,
LOC101115509,CSF2RA,,,,,,
LOC101115486,AKAP13,,,,,,
LOC101115476,FXYD1,,,,,,
LOC101115438,RBMX,,,,,,
LOC101115435,MTM9,,,,,,
LOC101115427,MAP3K21,,,,,,
LOC101115345,PAICS,,,,,,
LOC101115343,SYT15,,,,,,
LOC101115338,RSPH10B,,,,,,
LOC101115313,GOLPH3,,,,,,
LOC101115236,SMIM29,,,,,,
LOC101115204,SELENOO,,,,,,
LOC101115172,CBR1,like gene,,,,,
LOC101115154,,DISCONTINUED,,,,,
LOC101115136,SOD1,,,,,,
LOC101115115,CD36,,,,,,
LOC101115083,GSTO1,like gene,,,,,
LOC101115059,ZNF146,like gene,,,,,
LOC101115056,TAF1D,,,,,,
LOC101115049,TMC6,,,,,,
LOC101115044,CCL14,,,,,,
LOC101115006,RBBP5,pseudogene,,,,,
LOC101114987,,DISCONTINUED,,,,,
LOC101114971,MARVELD3,,,,,,
LOC101114959,,ANG2; bovine analog,,,,,
LOC101114941,CFHR3,like gene,,,,,
LOC101114909,,NRADD; mouse analog; like gene,,,,,
LOC101114892,RPL35A,pseudogene,,,,,
LOC101114861,CD36,like gene,,,,,
LOC101114853,LAD1,,,,,,
LOC101114849,,DISCONTINUED,,,,,
LOC101114805,ZNF550,,,,,,
LOC101114799,,tyrosine-protein phosphatase non-receptor type substrate 1-like,,,,,
LOC101114791,KBTBD4,,,,,,
LOC101114790,CCL15,,,,,,
LOC101114747,CD200R1,,,,,,
LOC101114745,,DISCONTINUED,,,,,
LOC101114718,PTPN7,,,,,,
LOC101114673,,DISCONTINUED,,,,,
LOC101114667,,DISCONTINUED,,,,,
LOC101114663,CBR1,,,,,,
LOC101114620,LOC101114620,,,,,,
LOC101114610,HDGFL2,,,,,,
LOC101114597,HNRNPA1,,,,,,
LOC101114586,SORBS2,,,,,,
LOC101114579,GOLGA6L22,,,,,,
LOC101114575,ZBTB5,like gene,,,,,
LOC101114548,ZNF613,,,,,,
LOC101114535,CCL3,,,,,,
LOC101114533,,DISCONTINUED,,,,,
LOC101114499,FUS,,,,,,
LOC101114490,ISCA1,,,,,,
LOC101114442,ZNF85,,,,,,
LOC101114419,,SPIN2; no human analog,,,,,
LOC101114408,CBR1,,,,,,
LOC101114390,ZNF268,,,,,,
LOC101114382,FBXO27,like gene,,,,,
LOC101114379,NDUFA5,,,,,,
LOC101114349,EFCAB1,like gene,,,,,
LOC101114319,PEBP1,,,,,,
LOC101114310,MTHFS,,,,,,
LOC101114301,ZNF548,like gene,,,,,
LOC101114294,PGAM1,like gene,,,,,
LOC101114285,CCL4,,,,,,
LOC101114283,POLR1D,,,,,,
LOC101114265,DDX11,,,,,,
LOC101114239,AKAP2,,,,,,
LOC101114226,VCAM-1,like gene,,,,,
LOC101114216,LOC101114216,,,,,,
LOC101114107,COLGALT1,,,,,,
LOC101114092,RPL23A,pseudogene,,,,,
LOC101114089,,T-cell surface glycoprotein CD1b-2-like,,,,,
LOC101114082,ANXA8,,,,,,
LOC101114077,,DISCONTINUED,,,,,
LOC101114075,SULT1A1,,,,,,
LOC101114063,NCL,like gene,,,,,
LOC101114058,HNRNPA1,like gene,,,,,
LOC101114033,RPL17,,,,,,
LOC101114032,,WAP four-disulfide core domain protein 18-like,,,,,
LOC101114018,EEF1A1,,,,,,
LOC101113965,UBD,like gene,,,,,
LOC101113860,CA13,,,,,,
LOC101113832,AGRN,,,,,,
LOC101113831,C3,,,,,,
LOC101113786,ZNF146,like gene,,,,,
LOC101113785,GEMIN7,,,,,,
LOC101113775,,probable low-specificity L-threonine aldolase 2,,,,,
LOC101113751,TEX52,,,,,,
LOC101113750,RPL5,pseudogene,,,,,
LOC101113745,TMEM198,like gene,,,,,
LOC101113743,PLEKHG7,,,,,,
LOC101113741,GZMH,like gene,,,,,
LOC101113728,CLU,,,,,,
LOC101113726,,DISCONTINUED,,,,,
LOC101113705,UBD,like gene,,,,,
LOC101113650,EIF2S2,,,,,,
LOC101113636,VCAM-1,,,,,,
LOC101113619,SLC7A3,like gene,,,,,
LOC101113604,POLR1D,like gene,,,,,
LOC101113601,,DISCONTINUED,,,,,
LOC101113599,CYC1,,,,,,
LOC101113583,CYP51A1,,,,,,
LOC101113571,RPS8,like gene,,,,,
LOC101113537,PRIMA1,,,,,,
LOC101113531,CSPG4,like gene,,,,,
LOC101113523,ZNF146,like gene,,,,,
LOC101113516,,pancreatic trypsin inhibitor,,,,,
LOC101113508,SCO1,,,,,,
LOC101113505,NAPRT,,,,,,
LOC101113496,EVC,,,,,,
LOC101113476,CALHM6,like gene,,,,,
LOC101113398,CL43,,,,,,
LOC101113344,RPL13,,,,,,
LOC101113341,CA2,,,,,,
LOC101113264,,AFG3L1; mouse analog,,,,,
LOC101113259,,spleen trypsin inhibitor I-like,,,,,
LOC101113252,MYH3,,,,,,
LOC101113250,,DISCONTINUED,,,,,
LOC101113241,NPM,,,,,,
LOC101113221,HNRNPK,,,,,,
LOC101113219,RPS23,pseudogene,,,,,
LOC101113217,,"BOLA class I histocompatibility antigen, alpha chain BL3-7-like",,,,,
LOC101113211,,Ig mu chain C region membrane-bound form,,,,,
LOC101113206,,DISCONTINUED,,,,,
LOC101113195,COA6,,,,,,
LOC101113136,,DISCONTINUED,,,,,
LOC101113135,RPS4X,like gene,,,,,
LOC101113127,PRAG1,,,,,,
LOC101113111,NAP1L1,,,,,,
LOC101113086,,"primary amine oxidase, lung isozyme",,,,,
LOC101113073,EDDM3B,,,,,,
LOC101113036,,DISCONTINUED,,,,,
LOC101113020,DST,,,,,,
LOC101113001,,"cytochrome b-c1 complex subunit Rieske, mitochondrial",,,,,
LOC101112999,,DISCONTINUED,,,,,
LOC101112989,,DISCONTINUED,,,,,
LOC101112981,HMG20A,like gene,,,,,
LOC101112974,CCT4,pseudogene,,,,,
LOC101112959,ZNF665,like gene,,,,,
LOC101112919,CCM2L,,,,,,
LOC101112891,C4,like gene,,,,,
LOC101112888,ZNF782,,,,,,
LOC101112865,SCNM1,,,,,,
LOC101112864,PDE4DIP,,,,,,
LOC101112843,SLC7A3,like gene,,,,,
LOC101112832,CD300A,,,,,,
LOC101112822,,brain ribonuclease-like,,,,,
LOC101112784,,general transcription factor II-I repeat domain-containing protein 2,,,,,
LOC101112694,EIF3C,,,,,,
LOC101112687,ALDH3B1,,,,,,
LOC101112639,ZAP70,,,,,,
LOC101112635,ZNF845,like gene,,,,,
LOC101112623,KIF19,,,,,,
LOC101112606,H4F3,,,,,,
LOC101112585,FBXO44,,,,,,
LOC101112584,,"primary amine oxidase, lung isozyme-like",,,,,
LOC101112563,ICAM-1,like gene,,,,,
LOC101112543,CXorf40A,like gene,,,,,
LOC101112542,,DISCONTINUED,,,,,
LOC101112536,,DISCONTINUED,,,,,
LOC101112526,PAAT,Like gene,,,,,
LOC101112525,LCOR,,,,,,
LOC101112520,LOC101112520,,,,,,
LOC101112491,HINT2,,,,,,
LOC101112480,,"class I histocompatibility antigen, Gogo-C*0202 alpha chain-like",,,,,
LOC101112474,RPL7A,pseudogene,,,,,
LOC101112471,RPL35A,pseudogene,,,,,
LOC101112462,MTA1,,,,,,
LOC101112460,MRP1,like gene,,,,,
LOC101112402,,DISCONTINUED,,,,,
LOC101112384,,cytochrome P450 2D14-like,,,,,
LOC101112356,H1-6,,,,,,
LOC101112345,,DISCONTINUED,,,,,
LOC101112339,RPS15A,,,,,,
LOC101112335,AOC3,,,,,,
LOC101112330,HMGB1,pseudogene,,,,,
LOC101112318,YWHAE,pseudogene,,,,,
LOC101112306,SAMD9,Like gene,,,,,
LOC101112298,MAGEA10,like gene,,,,,
LOC101112296,,DISCONTINUED,,,,,
LOC101112291,LOC101112291,,,,,,
LOC101112287,SMS,,,,,,
LOC101112255,,DISCONTINUED,,,,,
LOC101112245,AHCY,,,,,,
LOC101112223,ADH5,,,,,,
LOC101112188,TMEM225B,,,,,,
LOC101112168,UTP14A,,,,,,
LOC101112166,SEC14L6,,,,,,
LOC101112162,HEXB,Like gene,,,,,
LOC101112122,OAS1,Like gene,,,,,
LOC101112109,CD48,like gene,,,,,
LOC101112102,RPL10A,pseudogene,,,,,
LOC101112084,SLC7A3,like gene,,,,,
LOC101112076,COA3,,,,,,
LOC101112071,HMGB1,,,,,,
LOC101112038,DBQ,,,,,,
LOC101112013,UQCC3,,,,,,
LOC101111988,,DISCONTINUED,,,,,
LOC101111946,,DISCONTINUED,,,,,
LOC101111926,RPUSD1,,,,,,
LOC101111922,ALDH3B1,,,,,,
LOC101111915,,histone H2B type 1,,,,,
LOC101111911,DDT,,,,,,
LOC101111910,SEC14L3,,,,,,
LOC101111903,PRDM11,,,,,,
LOC101111847,SLC15A2,,,,,,
LOC101111830,DCDC1,,,,,,
LOC101111776,MAP3K20,,,,,,
LOC101111733,,,,,,,
LOC101111732,SCOC,,,,,,
LOC101111719,NRBP2,,,,,,
LOC101111669,H2AC6,,,,,,
LOC101111607,BCS1L,,,,,,
LOC101111596,DDX21,pseudogene,,,,,
LOC101111537,TMBIM7P,,,,,,
LOC101111528,,"sterol 26-hydroxylase, mitochondrial",,,,,
LOC101111481,ZNF606,,,,,,
LOC101111462,PLEC,,,,,,
LOC101111432,,DISCONTINUED,,,,,
LOC101111410,ATP5MK,,,,,,
LOC101111409,CD1A,,,,,,
LOC101111397,GSTT4,,,,,,
LOC101111388,HMGB1,pseudogene,,,,,
LOC101111367,LOC101111367,,,,,,
LOC101111349,FAM120A,,,,,,
LOC101111345,SRSF10,,,,,,
LOC101111337,SLAMF9,like gene,,,,,
LOC101111335,TYW1,,,,,,
LOC101111334,CCDC163,,,,,,
LOC101111313,SLC7A3,like gene,,,,,
LOC101111293,ZNF250,,,,,,
LOC101111266,CALHM6,like gene,,,,,
LOC101111247,NOMO1,,,,,,
LOC101111245,NDUFAF4,,,,,,
LOC101111233,RPF2,,,,,,
LOC101111229,EEF1A1,pseudogene,,,,,
LOC101111217,RBPJL,,,,,,
LOC101111215,MCTS1,like gene,,,,,
LOC101111180,RPL7A,like gene,,,,,
LOC101111166,CBR4,,,,,,
LOC101111156,PIK3R4,,,,,,
LOC101111106,H3-5,,,,,,
LOC101111101,CYCS,pseudogene,,,,,
LOC101111099,REST,like gene,,,,,
LOC101111091,SMIM30,,,,,,
LOC101111090,CELSR1,,,,,,
LOC101111069,SLAMF7,like gene,,,,,
LOC101111063,MLLT11,,,,,,
LOC101111058,,BTNL1; mouse analog,,,,,
LOC101111055,ISAC2,pseudogene,,,,,
LOC101111049,NNMT,,,,,,
LOC101111046,ZNF724,like gene,,,,,
LOC101111036,TUBG2,,,,,,
LOC101111026,UBE2D3,Like gene,,,,,
LOC101111014,,DISCONTINUED,,,,,
LOC101111006,GALNT4,,,,,,
LOC101110998,,DISCONTINUED,,,,,
LOC101110986,NAP1L1,,,,,,
LOC101110974,H2BC14,,,,,,
LOC101110973,BASP1,like gene,,,,,
LOC101110970,,disintegrin and metalloproteinase domain-containing protein 1a-like,,,,,
LOC101110963,PVR,,,,,,
LOC101110941,RPL21,like gene,,,,,
